"Restaurant.Name","BBL","Building.Number","Street","Borough","Postcode","Latitude","Longitude","Business.Address","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol","Time.of.Submission","GRADE","GRADE.DATE","CUISINE.DESCRIPTION","Time"
"The Lost Lady",1003930035,"171","Avenue C","Manhattan",10009,40.726204,-73.977299,"171 Avenue C, Manhattan, NY","yes","yes","yes","06/19/2020 04:42:00 PM","A",2018-12-19,"Tapas","06/19/2020"
"Bluestone Lane",1012107502,"417","Amsterdam Avenue","Manhattan",10024,40.783723,-73.97789,"417 Amsterdam Avenue, Manhattan, NY","yes","yes","yes","06/25/2020 09:55:00 AM","B",2020-03-05,"Australian","06/25/2020"
"Momo Crave",4012820008,"3807","69th Street","Queens",11377,40.746899,-73.896426,"3807 69th Street, Queens, NY","yes","yes","no","07/13/2020 02:55:00 PM","A",2019-12-18,"Asian","07/13/2020"
"Gomi Korean Wine Bar",1004050007,"186","Avenue A","Manhattan",10009,40.728876,-73.981466,"186 Avenue A, Manhattan, NY","yes","no","yes","06/19/2020 06:34:00 PM","A",2020-03-03,"Tapas","06/19/2020"
"Terms on Endearment",3023587503,"135","metropolitan ave","Brooklyn",11249,40.716237,-73.962437,"135 metropolitan ave, Brooklyn, NY","yes","no","no","06/22/2020 08:56:00 AM","A",2020-03-11,"Bakery","06/22/2020"
"AUGUST LAURA",1004020001,"94-96","AVENUE A","Manhattan",10009,40.725555,-73.983887,"94-96 AVENUE A, Manhattan, NY","yes","yes","yes","06/19/2020 08:26:00 PM","A",2019-12-06,"American","06/19/2020"
"Emilia's Restaurant",2030650067,"2331","Arthur Ave","Bronx",10458,40.854131,-73.888805,"2331 Arthur Ave, Bronx, NY","yes","yes","yes","06/21/2020 10:08:00 AM","A",2019-04-03,"Italian","06/21/2020"
"Dani's Italian Bistro",5080430015,"7331","Amboy Road","Staten Island",10307,40.511019,-74.241583,"7331 Amboy Road, Staten Island, NY","yes","no","yes","06/19/2020 10:01:00 PM","A",2019-06-12,"Italian","06/19/2020"
"Uva",1014520004,"1486","Second Avenue","Manhattan",10075,40.772334,-73.955773,"1486  Second Avenue, Manhattan, NY","yes","no","yes","06/19/2020 02:28:00 PM","A",2019-09-04,"Italian","06/19/2020"
"Castillo de Yaque Restaurant",3007560039,"4606","5th Avenue","Brooklyn",11220,40.647245,-74.008108,"4606 5th Avenue, Brooklyn, NY","yes","no","no","06/23/2020 02:26:00 PM","A",2019-12-03,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/23/2020"
"Anils Roti Shop",4095620031,"12501","Liberty ave","Queens",11419,40.688165,-73.819222,"12501 Liberty ave, Queens, NY","yes","yes","yes","06/24/2020 04:58:00 PM","A",2019-08-01,"Caribbean","06/24/2020"
"393 NEWLOTS INC",3038400049,"393","NEW LOTS AVE","Brooklyn",11207,40.661984,-73.892787,"393 NEW LOTS AVE, Brooklyn, NY","yes","yes","no","06/29/2020 11:40:00 AM","A",2019-07-01,"Caribbean","06/29/2020"
"Pollo D' Oro",3001337501,"306","GOLD","Brooklyn",11201,40.694978,-73.983271,"306  GOLD, Brooklyn, NY","yes","yes","yes","06/20/2020 01:06:00 PM","Z",2020-02-05,"Japanese","06/20/2020"
"Vinnys lunchbox",3070990043,"171","Avenue u","Brooklyn",11223,40.59647,-73.977912,"171 Avenue u, Brooklyn, NY","yes","yes","no","06/21/2020 07:42:00 AM","A",2019-08-06,"American","06/21/2020"
"Masal Cafe & Lounge",3087750041,"1901","Emmons Avenue","Brooklyn",11235,40.583565,-73.949432,"1901 Emmons Avenue, Brooklyn, NY","yes","no","no","06/19/2020 03:19:00 PM","Z",2020-02-18,"Turkish","06/19/2020"
"The Lobster Place",1007130001,"448","West 16th Street","Manhattan",10011,40.7431,-74.00638,"448 West 16th Street, Manhattan, NY","yes","no","yes","06/22/2020 01:17:00 PM","N",2020-06-22,"American","06/22/2020"
"Sabor Latino",4015940023,"95-35","40th Rd","Queens",11373,40.748541,-73.869846,"95-35 40th Rd, Queens, NY","yes","no","yes","06/25/2020 05:37:00 PM","B",2019-06-28,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/25/2020"
"Shivrams Bakery Inc",4095660057,"129-05","Liberty Ave","Queens",11419,40.689354,-73.816176,"129-05 Liberty Ave , Queens, NY","yes","no","no","06/25/2020 09:02:00 AM","A",2019-11-01,"Caribbean","06/25/2020"
"Kahlo",1007010023,"525","W 29th street","Manhattan",10001,40.751936,-74.00257,"525 W 29th street , Manhattan, NY","yes","no","yes","06/19/2020 12:54:00 PM","A",2020-02-27,"Mexican","06/19/2020"
"Toni""s Bakry and Cafe Inc",4034660002,"905","Seneca Ave","Queens",11385,40.700654,-73.904039,"905 Seneca Ave, Queens, NY","yes","yes","no","06/22/2020 10:59:00 AM","A",2019-03-25,"Bakery","06/22/2020"
"Taqueria Diana",1004630030,"129","2nd Ave","Manhattan",10003,40.728434,-73.987801,"129 2nd Ave, Manhattan, NY","yes","yes","no","07/14/2020 03:54:00 PM","A",2020-03-05,"Japanese","07/14/2020"
"Navruz",3055270042,"6112","20th avenue","Brooklyn",11204,40.618673,-73.983632,"6112 20th avenue, Brooklyn, NY","yes","no","yes","06/22/2020 12:58:00 PM","A",2020-03-12,"Café/Coffee/Tea","06/22/2020"
"SEA WOLF",3031770001,"19","WYCKOFF AVENUE","Brooklyn",11237,40.706649,-73.922966,"19 WYCKOFF AVENUE, Brooklyn, NY","yes","yes","yes","06/19/2020 12:00:00 PM","A",2020-01-23,"American","06/19/2020"
"E.A.T.",1014920017,"1064","MADISON AVE","Manhattan",10028,40.777378,-73.961366,"1064 MADISON AVE, Manhattan, NY","yes","yes","yes","06/23/2020 10:28:00 AM","A",2019-10-30,"American","06/23/2020"
"Outro",1005570014,"816","Broadway","Manhattan",10003,40.732862,-73.991178,"816 Broadway, Manhattan, NY","yes","yes","no","06/22/2020 11:28:00 AM","A",2019-09-06,"Café/Coffee/Tea","06/22/2020"
"Chow House",1005400040,"181","Bleecker st","Manhattan",10012,40.729023,-74.000873,"181 Bleecker st, Manhattan, NY","yes","no","yes","06/22/2020 04:20:00 PM","A",2019-10-02,"Chinese","06/22/2020"
"Los Andes",4019350028,"106-16","Corona av","Queens",11368,40.743727,-73.856282,"106-16 Corona av, Queens, NY","no","yes","no","07/17/2020 10:40:00 AM","A",2020-01-16,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/17/2020"
"Shanghai Red",2038590011,"127-129","Westchester Ave","Bronx",10461,40.840252,-73.842499,"127-129 Westchester Ave, Bronx, NY","no","no","no","08/11/2020 05:02:00 PM","A",2019-11-27,"American","08/11/2020"
"Pig Heaven",1015090037,"1420","3 Ave","Manhattan",10028,40.775332,-73.956544,"1420  3 Ave, Manhattan, NY","yes","yes","yes","06/27/2020 06:13:00 PM","A",2019-08-22,"Chinese","06/27/2020"
"Upstate craft beer and oyster bar",1004470028,"344","East 6th street","Manhattan",10003,40.726928,-73.987441,"344 East 6th street, Manhattan, NY","yes","no","yes","06/22/2020 02:11:00 PM","N",2020-06-22,"Italian","06/22/2020"
"Frenchy Coffee NYC",1016300016,"129","East 102nd Street","Manhattan",10029,40.789887,-73.948596,"129 East 102nd Street, Manhattan, NY","yes","no","no","06/21/2020 04:30:00 PM","A",2019-10-01,"French","06/21/2020"
"Corkyï¿½s Diner",2031670068,"2537","Grand Concourse","Bronx",10468,40.863317,-73.89649,"2537 Grand Concourse , Bronx, NY","yes","no","no","07/07/2020 12:30:00 PM","A",2019-08-28,"American","07/07/2020"
"GaHwa Restaurant Inc.",4043430110,"29-32","Union St","Queens",11354,40.771444,-73.826582,"29-32  Union St, Queens, NY","yes","no","no","07/18/2020 02:23:00 PM","A",2020-03-16,"Bakery","07/18/2020"
"Tri Dim Shanghai",1014130035,"1378","3rd ave","Manhattan",10075,40.773845,-73.957628,"1378  3rd ave, Manhattan, NY","yes","no","yes","06/19/2020 03:41:00 PM","A",2019-09-03,"Chinese","06/19/2020"
"Garret East",1004060007,"206","Avenue A","Manhattan",10014,40.729567,-73.980957,"206  Avenue A, Manhattan, NY","yes","yes","yes","06/19/2020 03:09:00 PM","B",2019-08-06,"American","06/19/2020"
"Taverna kos",4007940066,"4119","23rd Avenue","Queens",11105,40.770436,-73.907288,"4119  23rd Avenue , Queens, NY","no","yes","no","07/01/2020 01:21:00 PM","A",2019-05-16,"Greek","07/01/2020"
"barbuto",1006430001,"113","Horatio Street","Manhattan",10024,40.73875,-74.009223,"113 Horatio Street, Manhattan, NY","yes","yes","yes","06/22/2020 12:21:00 PM","A",2019-09-26,"Pizza","06/22/2020"
"Edward's",1001440029,"136","W Broadway","Manhattan",10013,40.716814,-74.008214,"136 W Broadway, Manhattan, NY","yes","yes","yes","06/19/2020 07:43:00 PM","A",2020-01-14,"American","06/19/2020"
"Le Souk Restaurant",1005257504,"510","Laguardia Place","Manhattan",10012,40.727711,-73.999268,"510 Laguardia Place, Manhattan, NY","yes","yes","yes","06/28/2020 08:23:00 PM","Z",2019-12-27,"Moroccan","06/28/2020"
"The Chai Spot",1004700003,"156","Mott St","Manhattan",10013,40.719479,-73.996299,"156 Mott St, Manhattan, NY","yes","yes","no","07/23/2020 03:12:00 PM","A",2020-02-28,"Café/Coffee/Tea","07/23/2020"
"HUDSON HEIGHTS BAR & GRILL CORP",1021760138,"4241","BROADWAY","Manhattan",10033,40.849641,-73.936311,"4241 BROADWAY, Manhattan, NY","yes","yes","yes","06/22/2020 05:30:00 PM","A",2019-11-26,"Bakery","06/22/2020"
"Motel Morris",1007670043,"132","7th Avenue","Manhattan",10011,40.740973,-73.997932,"132 7th Avenue, Manhattan, NY","yes","yes","yes","06/26/2020 10:47:00 AM","A",2019-12-26,"Café/Coffee/Tea","06/26/2020"
"I Milky",1008380001,"992","6th Avenue","Manhattan",10018,40.75146,-73.986563,"992 6th Avenue , Manhattan, NY","yes","no","no","07/03/2020 01:33:00 PM","A",2020-03-16,"French","07/03/2020"
"restaurante & panaderia guatelinda",4102120006,"170 18","Jamaica avenue","Queens",11432,40.707283,-73.78932,"170 18  Jamaica avenue, Queens, NY","yes","no","no","06/19/2020 11:33:00 PM","A",2020-01-28,"Spanish","06/19/2020"
"Grill n Dine",3053930019,"786","Coney Island Avenue","Brooklyn",11218,40.638312,-73.968527,"786  Coney Island Avenue , Brooklyn, NY","yes","yes","no","08/05/2020 07:09:00 PM","A",2019-07-16,"Middle Eastern","08/05/2020"
"Bocaditos Bistro",1022380023,"4863","Broadway","Manhattan",10034,40.866785,-73.923778,"4863 Broadway, Manhattan, NY","yes","yes","yes","06/21/2020 04:27:00 PM","A",2019-10-07,"Chinese","06/21/2020"
"PEPEROSSO TO GO",1005170009,"149","SULLIVAN","Manhattan",10012,40.727093,-74.001844,"149  SULLIVAN, Manhattan, NY","yes","yes","yes","06/19/2020 09:00:00 PM","A",2020-01-07,"Italian","06/19/2020"
"Playwright celtic pub",1010170004,"732","8th avenue","Manhattan",10036,40.759401,-73.988204,"732 8th avenue, Manhattan, NY","yes","no","yes","06/19/2020 02:22:00 PM","A",2019-04-03,"Irish","06/19/2020"
"Sinbad Seafood & Steak",3059620002,"7721","5th Avenue","Brooklyn",11209,40.627754,-74.023334,"7721 5th Avenue , Brooklyn, NY","yes","yes","no","06/21/2020 08:22:00 PM","A",2020-02-20,"Egyptian","06/21/2020"
"D'Amico Coffee Inc.",3004210008,"309","Court Street","Brooklyn",11231,40.683533,-73.995324,"309  Court Street, Brooklyn, NY","yes","yes","no","06/23/2020 08:20:00 AM","A",2019-05-30,"Café/Coffee/Tea","06/23/2020"
"LOUKOUMI TAVERNA",4007710103,"4507","DITMARS BOULEVARD","Queens",11105,40.770735,-73.903046,"4507 DITMARS BOULEVARD, Queens, NY","yes","yes","yes","06/23/2020 05:24:00 PM","A",2020-02-26,"Greek","06/23/2020"
"Morrone Pastry Shop & Cafe",2030650057,"2349","Arthur Ave","Bronx",10458,40.854414,-73.888555,"2349 Arthur Ave, Bronx, NY","no","no","no","07/07/2020 04:41:00 PM","A",2019-09-11,"Bakery","07/07/2020"
"Hudson Clearwater",1006030072,"447","Hudson Street","Manhattan",10014,40.731056,-74.006729,"447 Hudson Street, Manhattan, NY","yes","yes","yes","06/26/2020 10:06:00 PM","A",2019-11-22,"French","06/26/2020"
"JR Sushi",1001370001,"86A","West Broadway","Manhattan",10007,40.715202,-74.009505,"86A  West Broadway, Manhattan, NY","yes","yes","yes","06/24/2020 06:25:00 PM","B",2019-11-26,"Japanese","06/24/2020"
"Menkoisato",1005900034,"7","Cornelia street","Manhattan",10014,40.731616,-74.001634,"7 Cornelia street , Manhattan, NY","yes","no","yes","06/19/2020 05:27:00 PM","A",2019-10-30,"Japanese","06/19/2020"
"Nomad",1004460004,"78","2nd Avenue","Manhattan",10003,40.726447,-73.98922,"78 2nd Avenue , Manhattan, NY","yes","yes","yes","06/21/2020 11:15:00 PM","A",2019-11-06,"Moroccan","06/21/2020"
"Botte Bar",4005790016,"2507","Broadway","Queens",11106,40.76332,-73.928203,"2507 Broadway , Queens, NY","yes","yes","yes","06/19/2020 10:33:00 PM","A",2019-05-03,"Italian","06/19/2020"
"LA GRAN URUGUAYA RESTAURANT",4014730001,"85-02","37TH AVENUE","Queens",11372,40.750049,-73.881363,"85-02   37TH AVENUE, Queens, NY","yes","no","yes","06/19/2020 04:37:00 PM","A",2020-01-28,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/19/2020"
"G.V.S Bakery",4008230066,"36-21","DItmars Blvd","Queens",11105,40.774216,-73.907976,"36-21 DItmars Blvd, Queens, NY","yes","no","no","06/21/2020 11:45:00 PM","A",2019-12-09,"Bakery","06/21/2020"
"The Springs",3025220008,"224","Franklin St","Brooklyn",11222,40.733321,-73.958148,"224 Franklin St, Brooklyn, NY","yes","no","yes","06/19/2020 12:03:00 PM","A",2020-02-01,"American","06/19/2020"
"FRUIT PARADISE INC",1021740088,"112","NAGLE AVENUE","Manhattan",10040,40.86082,-73.926894,"112 NAGLE AVENUE, Manhattan, NY","yes","yes","no","06/22/2020 03:38:00 PM","B",2019-08-07,"Juice, Smoothies, Fruit Salads","06/22/2020"
"Tequila sunrise of bayside",4061190055,"34-37","Bell Blvd","Queens",11361,40.769555,-73.773895,"34-37 Bell Blvd , Queens, NY","yes","no","yes","06/22/2020 04:54:00 PM","A",2019-11-12,"Mexican","06/22/2020"
"Emily",1005280077,"35","Downing Street","Manhattan",10014,40.729272,-74.003904,"35  Downing Street, Manhattan, NY","yes","yes","yes","06/24/2020 07:02:00 PM","A",2020-03-10,"American","06/24/2020"
"Della",3052740021,"1238","Prospect Ave","Brooklyn",11218,40.653017,-73.976146,"1238 Prospect Ave, Brooklyn, NY","yes","no","yes","06/19/2020 02:19:00 PM","A",2019-10-24,"Italian","06/19/2020"
"BEN & JACK'S STEAKHOUSE",1013187502,"219","E 44TH STREET","Manhattan",10017,40.751809,-73.972876,"219 E 44TH STREET, Manhattan, NY","yes","yes","yes","06/23/2020 02:51:00 PM","A",2020-02-24,"American","06/23/2020"
"Flats fix",1008430029,"30","East 16th st","Manhattan",10003,40.73704,-73.991986,"30 East 16th st, Manhattan, NY","yes","yes","yes","06/19/2020 08:10:00 PM","A",2020-02-13,"Café/Coffee/Tea","06/19/2020"
"pisillo italian panini",1000890001,"97","Nassau","Manhattan",10038,40.710448,-74.007524,"97  Nassau, Manhattan, NY","no","yes","no","06/26/2020 05:35:00 PM","A",2020-03-09,"Italian","06/26/2020"
"Abys bar",4034550006,"681","Seneca ave","Queens",11385,40.703114,-73.908183,"681 Seneca ave , Queens, NY","yes","no","yes","06/19/2020 11:51:00 PM","A",2020-01-23,"Spanish","06/19/2020"
"Il Divo",1014250028,"1347","2nd Avenue","Manhattan",10021,40.768029,-73.958942,"1347 2nd Avenue, Manhattan, NY","yes","no","yes","06/19/2020 01:10:00 PM","A",2019-05-11,"Italian","06/19/2020"
"Beets and Carrots",3061340007,"9905","3rd Avenue","Brooklyn",11209,40.614132,-74.035038,"9905 3rd Avenue , Brooklyn, NY","yes","no","no","06/19/2020 07:24:00 PM","A",2020-02-04,"American","06/19/2020"
"Pig n Whistle 36th ST",1007850041,"202","West 36th St","Manhattan",10018,40.75247,-73.990165,"202  West 36th St, Manhattan, NY","yes","yes","yes","06/19/2020 11:57:00 AM","A",2019-10-22,"American","06/19/2020"
"IHOP",5014770009,"935","Richmond Ave","Staten Island",10314,40.623743,-74.149075,"935 Richmond Ave, Staten Island, NY","yes","no","no","07/21/2020 02:57:00 PM","A",2020-03-12,"Pancakes/Waffles","07/21/2020"
"Zum Stammtisch inc.",4037050001,"69-46","myrtle ave","Queens",11385,40.701876,-73.881597,"69-46  myrtle ave, Queens, NY","yes","no","yes","06/19/2020 11:17:00 AM","A",2020-03-12,"German","06/19/2020"
"Newyorktitlan",3033360022,"1525","Gates avenue","Brooklyn",11237,40.698962,-73.912776,"1525 Gates avenue , Brooklyn, NY","yes","no","no","06/23/2020 04:53:00 PM","A",2019-10-21,"American","06/23/2020"
"Roebling Sporting Club",3023130017,"225","North 8th street","Brooklyn",11211,40.716967,-73.954829,"225 North 8th street, Brooklyn, NY","yes","yes","yes","06/26/2020 12:56:00 PM","A",2019-08-01,"American","06/26/2020"
"Azogueï¿½ita criolla bakery restaurant",4019740018,"40-26","National street","Queens",11368,40.749079,-73.862998,"40-26 National street , Queens, NY","yes","no","no","06/22/2020 08:31:00 PM","A",2019-04-12,"Spanish","06/22/2020"
"Arco Cafe",1018750029,"886","Amsterdam Ave","Manhattan",10025,40.798751,-73.966956,"886  Amsterdam Ave, Manhattan, NY","yes","yes","yes","06/19/2020 11:13:00 AM","A",2020-02-20,"Italian","06/19/2020"
"NORA THAI",3023120011,"176","NORTH 9TH STREET","Brooklyn",11211,40.718669,-73.956115,"176 NORTH 9TH STREET, Brooklyn, NY","yes","yes","yes","06/26/2020 10:38:00 PM","A",2019-09-11,"Thai","06/26/2020"
"Gueros Brooklyn",3010210050,"494","4th Ave","Brooklyn",11215,40.668643,-73.990159,"494 4th Ave, Brooklyn, NY","yes","yes","yes","06/20/2020 01:10:00 PM","A",2020-03-04,"Tex-Mex","06/20/2020"
"PIROSMANI RESTAURANT",3073550009,"2222","Avenue U","Brooklyn",11229,40.59962,-73.949164,"2222  Avenue U, Brooklyn, NY","yes","yes","no","07/14/2020 06:39:00 PM","A",2019-05-29,"Eastern European","07/14/2020"
"SOL SIPS",3032570004,"203","WILSON AVENUE","Brooklyn",11237,40.698952,-73.922628,"203 WILSON AVENUE, Brooklyn, NY","yes","no","no","06/23/2020 08:12:00 PM","A",2019-06-18,"Vegetarian","06/23/2020"
"5 Napkin  Burger",1010350001,"630","9th Avenue","Manhattan",10036,40.760038,-73.991449,"630  9th Avenue, Manhattan, NY","yes","no","yes","06/22/2020 04:54:00 PM","A",2020-03-04,"French","06/22/2020"
"Karaoke boho/Boho's Kitchen",1004110004,"152","orchard street","Manhattan",10002,40.720727,-73.988889,"152 orchard street, Manhattan, NY","yes","yes","yes","06/26/2020 11:31:00 PM","A",2019-12-02,"Korean","06/26/2020"
"Lola Taverna",1005190044,"210","6th Avenue","Manhattan",10014,40.727208,-74.003337,"210 6th Avenue, Manhattan, NY","yes","yes","yes","06/21/2020 04:53:00 PM","A",2020-01-03,"Greek","06/21/2020"
"The Beer Garden",5003730023,"1883","Victory Blvd","Staten Island",10314,40.612805,-74.126558,"1883 Victory Blvd , Staten Island, NY","yes","no","yes","06/19/2020 11:19:00 PM","A",2019-03-27,"American","06/19/2020"
"KANTU INC",4030650022,"7417","METROPOLITAN AVENUE","Queens",11379,40.712933,-73.877368,"7417  METROPOLITAN AVENUE, Queens, NY","yes","yes","yes","06/26/2020 12:47:00 PM","A",2020-03-11,"Thai","06/26/2020"
"TROPICAL RESTAURANT",4012990030,"6722","ROOSEVELT AVE","Queens",11377,40.746165,-73.897834,"6722 ROOSEVELT AVE, Queens, NY","yes","yes","yes","06/27/2020 11:41:00 AM","A",2019-12-20,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/27/2020"
"Cj's Bar & Lounge",4115290051,"137-09","Cross Bay Blvd","Queens",11417,40.671816,-73.843092,"137-09  Cross Bay Blvd, Queens, NY","yes","no","yes","06/20/2020 02:59:00 PM","A",2019-09-16,"American","06/20/2020"
"Cozy Corner",4035160052,"60-01","70th Ave","Queens",11385,40.701626,-73.898577,"60-01  70th Ave , Queens, NY","no","yes","yes","06/24/2020 02:45:00 PM","A",2019-08-13,"American","06/24/2020"
"Saffron Restaurant",4140480083,"161-50","Crossbay Blvd.","Queens",11414,40.654982,-73.83885,"161-50  Crossbay Blvd., Queens, NY","yes","no","yes","06/20/2020 11:29:00 AM","A",2020-03-11,"Spanish","06/20/2020"
"The Wilky",3016420039,"108","PATCHEN AVENUE","Brooklyn",11221,40.688059,-73.927101,"108 PATCHEN AVENUE, Brooklyn, NY","yes","no","yes","06/25/2020 10:00:00 PM","A",2019-03-08,"American","06/25/2020"
"PETEY'S BURGER",4000280001,"4646","Vernon Blvd","Queens",11101,40.745932,-73.95304,"4646 Vernon Blvd, Queens, NY","yes","no","no","07/23/2020 05:18:00 PM","A",2019-12-30,"Vietnamese/Cambodian/Malaysia","07/23/2020"
"Big Bar",1004490044,"75","East 7th","Manhattan",10003,40.727367,-73.986647,"75 East 7th, Manhattan, NY","yes","yes","yes","06/26/2020 05:38:00 PM","A",2019-04-04,"American","06/26/2020"
"Moonrise Bakehouse",3055860012,"906","40th Street","Brooklyn",11219,40.645192,-73.995377,"906 40th Street, Brooklyn, NY","yes","yes","no","07/18/2020 12:25:00 PM","N",2020-07-18,"Bakery","07/18/2020"
"George Kontolios",3006280037,"606","5th Ave","Brooklyn",11215,40.66379,-73.99092,"606 5th Ave , Brooklyn, NY","no","yes","no","06/23/2020 07:22:00 PM","A",2019-09-11,"American","06/23/2020"
"KUUN",3001667502,"290","Livingston St","Brooklyn",11217,40.688563,-73.983013,"290 Livingston St, Brooklyn, NY","yes","yes","yes","06/24/2020 01:27:00 PM","A",2019-07-25,"Sandwiches/Salads/Mixed Buffet","06/24/2020"
"Drunken horse",1006950035,"225","10th avenue","Manhattan",10011,40.747917,-74.004013,"225  10th avenue, Manhattan, NY","yes","no","yes","06/26/2020 06:50:00 PM","A",2019-12-10,"American","06/26/2020"
"Mancinis wood-fired pizza",3060350041,"8504","5 ave","Brooklyn",11209,40.622028,-74.02577,"8504 5 ave, Brooklyn, NY","yes","yes","no","06/22/2020 10:07:00 AM","A",2019-10-01,"Italian","06/22/2020"
"simple loaf bakehouse",3009740038,"310","5th ave","Brooklyn",11215,40.67322,-73.982945,"310 5th ave, Brooklyn, NY","no","no","no","07/17/2020 09:27:00 AM","N",2020-07-17,"American","07/17/2020"
