"Restaurant.Name","Business.Address","GRADE","Postcode","Latitude","Longitude","CUISINE.DESCRIPTION","categories","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol"
"FINNEGAN'S WAKE","1361  1ST AVE, Manhattan, NY","A",10021,40.768585,-73.95544,"American","Americas","yes","yes","yes"
"El nuevo Tina Restaurant","511 W 125th , Manhattan, NY","A",10027,40.813676,-73.956501,"Seafood","Seafood","yes","no","yes"
"McHale's Bar & Grill","251 West 51st Street, Manhattan, NY","A",10019,40.762477,-73.984586,"Irish","European","yes","yes","yes"
"Savann Mediterranean","2280 Frederick Douglass Blvd, Manhattan, NY","A",10027,40.808511,-73.952371,"Turkish","Asian","yes","no","yes"
"Lhasa Fast food","3750 74th St, Queens, NY","A",11373,40.747737,-73.891617,"Asian","Asian","yes","yes","no"
"Trix","145 Bedford Av, Brooklyn, NY","A",11211,40.719018,-73.95644,"French","European","yes","yes","yes"
"Para ti Colombia con sabor restaurant bar corp","172-35 Hillside avenue , Queens, NY","Z",11432,40.712174,-73.788962,"Mexican","Americas","no","yes","yes"
"Mirchmood","907  seneca ave, Queens, NY","A",11385,40.700632,-73.904006,"Indian","Asian","yes","yes","yes"
"Bayou Restaurant","1072 Bay Street, Staten Island, NY","A",10301,40.616903,-74.068221,"Cajun","Americas","yes","yes","yes"
"GlenPatricks Pub","53-73 65th Place , Queens, NY","A",11378,40.729259,-73.900223,"American","Americas","yes","yes","yes"
"SOUTHERN BLVD'S CAFE CORP","794 SOUTHERN BLVD, Bronx, NY","Z",10455,40.816012,-73.896517,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Casa Ora","148 Meserole st, Brooklyn, NY","A",11206,40.708017,-73.943794,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Liffy II Bar","5009 Broadway, Manhattan, NY","A",10034,40.869158,-73.917072,"Irish","European","yes","no","yes"
"Osamil","5 west 31st street, Manhattan, NY","A",10001,40.74675,-73.986437,"Korean","Asian","yes","yes","yes"
"Maracuja","279 Grand Street, Brooklyn, NY","A",11211,40.713084,-73.957692,"Spanish","European","yes","yes","yes"
"I Love Paraguay Restaurant","43-16 Greenpoint Avenue, Queens, NY","A",11104,40.74101,-73.921721,"Spanish","European","yes","no","yes"
"Wan Hao restaurant Inc","40-21 Main Street, Queens, NY","N",11354,40.758924,-73.829809,"Juice, Smoothies, Fruit Salads","Dessert","yes","no","yes"
"Wan Hao restaurant Inc","40-21 Main Street, Queens, NY","N",11354,40.758924,-73.829809,"Chinese","Asian","yes","no","yes"
"Posto Thin Crust Pizza","301  East 18th Street, Manhattan, NY","A",10003,40.734695,-73.982752,"Italian","European","no","yes","yes"
"La Fondita","49-11  69TH ST , Queens, NY","A",11377,40.737481,-73.895928,"Spanish","European","yes","no","yes"
"BUON GUSTO","499  MYRTLE AVE, Brooklyn, NY","A",11211,40.693514,-73.965107,"Mexican","Americas","yes","yes","yes"
"John Mulligans Fireside Pub","4272 Katonah Ave, Bronx, NY","A",10470,40.89779,-73.86722,"Indian","Asian","yes","yes","yes"
"Beer Street South","550 Vanderbilt Ave, Brooklyn, NY","N",11238,40.680309,-73.967923,"American","Americas","yes","no","yes"
"The Johnson's","369 Troutman Street, Brooklyn, NY","A",11237,40.705798,-73.923641,"American","Americas","no","yes","yes"
"OMAR'S","302 BROOME STREET, Manhattan, NY","N",10002,40.718735,-73.992211,"French","European","no","no","yes"
"Coney Island USA","1208 Surf Ave, Brooklyn, NY","A",11224,40.575535,-73.979978,"American","Americas","yes","no","yes"
"Tacombi","25  Lafayette Avenue, Brooklyn, NY","A",11217,40.686853,-73.977991,"Mexican","Americas","yes","yes","yes"
"Ayada Thai","7708 Woodside Avenue, Queens, NY","A",11373,40.743567,-73.887802,"Thai","Asian","no","no","yes"
"EL FOGON REST INC","1701 PALMETTO, Queens, NY","A",11385,40.70181,-73.908729,"Spanish","European","no","yes","yes"
"Bowery Beer Garden / Shinka Ramen","93 Bowery, Manhattan, NY","A",10002,40.717182,-73.995476,"American","Americas","yes","no","yes"
"Cantina","605 W48th street, Manhattan, NY","A",10036,40.764789,-73.995903,"American","Americas","yes","yes","yes"
"HASANI","57B PEARL STREET, Brooklyn, NY","A",11201,40.703056,-73.987582,"Pizza","Fast_food","yes","no","yes"
"Panca","92 7th ave south, Manhattan, NY","N",10014,40.732788,-74.003287,"American","Americas","no","yes","yes"
"Playground","7130 Roosevelt Ave, Queens, NY","A",11372,40.746557,-73.89416,"Thai","Asian","yes","yes","yes"
"Lamia's Fish Market","45 Avenue B, Manhattan, NY","A",10009,40.722972,-73.982734,"Other","Others","yes","yes","yes"
"LE BILBOQUET","20 E 60 ST, Manhattan, NY","A",10022,40.764102,-73.970709,"French","European","yes","yes","yes"
"Mountain Bird","2162 2nd Avenue, Manhattan, NY","N",10029,40.793912,-73.940027,"French","European","yes","no","yes"
"DINO","222 DEKALB AVE, Brooklyn, NY","B",11205,40.689513,-73.970493,"Italian","European","yes","no","yes"
"Pink Metal","253 Bushwick Ave, Brooklyn, NY","A",11206,40.707312,-73.939769,"American","Americas","yes","yes","yes"
"Lamhe Foods LLc","241  West 51st Street, Manhattan, NY","A",10019,40.762411,-73.984427,"Indian","Asian","yes","yes","yes"
"Cheburechnaya","9209 63rd Dr., Queens, NY","A",11374,40.727518,-73.86402,"Eastern European","European","yes","no","yes"
"Hungry Ghost Coffee","781 Fulton Street, Brooklyn, NY","A",11217,40.685957,-73.973527,"Café/Coffee/Tea","Dessert","yes","no","yes"
"LOS TRES POTRILLOS RESTAURANT BAR INC","1004  4TH AVENUE , Brooklyn, NY","A",11232,40.652701,-74.006101,"Mexican","Americas","yes","no","yes"
"Cerveceria Havemeyer","149 Havemeyer, Brooklyn, NY","B",11211,40.711747,-73.957436,"Spanish","European","no","yes","yes"
"Mexicoma","1633 2nd Avenue, Manhattan, NY","N",10028,40.777005,-73.95239,"Mexican","Americas","no","yes","yes"
"Red Lion","151  Bleecker Street, Manhattan, NY","A",10025,40.728325,-73.999459,"American","Americas","yes","yes","yes"
"Donovans Bayside","214-16 41st ave, Queens, NY","A",11361,40.763658,-73.770565,"American","Americas","no","no","yes"
"ANGELO'S PIZZA","1697  BROADWAY, Manhattan, NY","A",10019,40.763676,-73.982665,"Pizza","Fast_food","yes","yes","yes"
"Mood Ring","1260 Myrtle Avenue, Brooklyn, NY","A",11221,40.697907,-73.926896,"Asian","Asian","yes","no","yes"
"Jacob's Pickles","509  Amsterdam Avenue, Manhattan, NY","A",10024,40.786657,-73.975751,"American","Americas","yes","yes","yes"
"PIZZARTE","69 W 55th street, Manhattan, NY","A",10019,40.762539,-73.976962,"Italian","European","yes","yes","yes"
"ANYELISA REST CORP.","28  EAST 167TH STREET , Bronx, NY","A",10452,40.835837,-73.921631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"SWEET GREEN","230  PARK AVE, Manhattan, NY","A",10169,40.754508,-73.975951,"Vegetarian","Vegetarian","no","yes","no"
"SWEET GREEN","230  PARK AVE, Manhattan, NY","A",10169,40.754508,-73.975951,"Juice, Smoothies, Fruit Salads","Dessert","no","yes","no"
"SWEET GREEN","230  PARK AVE, Manhattan, NY","A",10169,40.754508,-73.975951,"American","Americas","no","yes","no"
"SWEET GREEN","230  PARK AVE, Manhattan, NY","A",10169,40.754508,-73.975951,"Indian","Asian","no","yes","no"
"SWEET GREEN","230  PARK AVE, Manhattan, NY","A",10169,40.754508,-73.975951,"Korean","Asian","no","yes","no"
"Salvatoria Kitchen and Bar Corp","31-18 Broadway, Queens, NY","A",11106,40.761861,-73.925169,"Sandwiches","Fast_food","yes","yes","yes"
"Sweet Afton","3009 34th Street, Queens, NY","A",11103,40.765233,-73.919411,"American","Americas","no","yes","yes"
"LA CABANA SALVADORENA NO. 2 RESTAURANT","3150 VILLA AVE, Bronx, NY","B",10468,40.875928,-73.887152,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"LA FUENTE STEAK HOUSE CORP.","1306 JEROME AVENUE, Bronx, NY","A",10452,40.838267,-73.919134,"Mexican","Americas","no","yes","yes"
"C D B KITCHEN & BAR CORP","4996 BROADWAY, Manhattan, NY","A",10034,40.86822,-73.918241,"Bakery","Dessert","yes","yes","yes"
"La selva bar & restaurant","94-02 80th Street , Queens, NY","A",11416,40.684509,-73.860708,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Nick's Bistro","104-20  Metropolitan Ave, Queens, NY","A",11375,40.710061,-73.848409,"Greek","European","yes","yes","yes"
"Liuyishou Hotpot","136-76 39th Ave, Queens, NY","A",11354,40.760826,-73.827884,"Chinese","Asian","yes","no","yes"
"Taqueria Coatzingo","76-05 Roosevelt Ave , Queens, NY","A",11372,40.747063,-73.889413,"Mexican","Americas","no","yes","yes"
"PUERTO VIEJO RESTAURANT CORP","564 GRAND AVENUE, Brooklyn, NY","A",11238,40.678823,-73.962007,"American","Americas","yes","yes","yes"
"The Lot Radio Kiosk","17 Nassau Avenue, Brooklyn, NY","A",11222,40.722722,-73.953966,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"MrChow","324  East 57th Street, Manhattan, NY","A",10022,40.758855,-73.964243,"Chinese","Asian","yes","no","yes"
"Characters Bar & Grill","243 West 54th street, Manhattan, NY","A",10019,40.764305,-73.983095,"Steak","Steak","yes","yes","yes"
"Gold Bear","377 Park Avenue South, Manhattan, NY","A",10016,40.742454,-73.984699,"American","Americas","no","yes","yes"
"GLUR","144 W 19th Street , Manhattan, NY","A",10011,40.740992,-73.995919,"Thai","Asian","yes","no","yes"
"Lemongrass Grill","156 Court st, Brooklyn, NY","A",11201,40.688652,-73.992878,"Thai","Asian","yes","yes","yes"
"Terroir Tribeca","24 Harrison Street, Manhattan, NY","A",10013,40.718773,-74.010032,"Italian","European","yes","yes","yes"
"Rhodora Wine Bar","197 Adelphi, Brooklyn, NY","A",11205,40.69188,-73.971595,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"hell's chicken","641 10th ave, Manhattan, NY","A",10036,40.761819,-73.993889,"Chicken","Others","yes","yes","yes"
"Szechuan mountain house","23  st marks pl, Manhattan, NY","A",10003,40.729008,-73.988609,"Chinese","Asian","yes","yes","yes"
"Franchia Vegan Cafe","12  Park Avenue, Manhattan, NY","A",10016,40.747419,-73.981107,"Vegetarian","Vegetarian","yes","yes","yes"
"Bills Bar & Burger","16 West 51st Street, Manhattan, NY","A",10019,40.759435,-73.977403,"American","Americas","yes","no","yes"
"kodama sushi","301 w 45th street, Manhattan, NY","A",10036,40.759351,-73.988814,"Japanese","Asian","yes","yes","yes"
"tava grill and bar","318 5th ave, Brooklyn, NY","A",11215,40.673031,-73.9831,"Turkish","Asian","no","no","yes"
"Havana Central Restaurant and Rum bar","151 West 46th Street, Manhattan, NY","A",10036,40.757998,-73.983667,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","no","no","yes"
"Periyali","35 WEST 20TH, Manhattan, NY","A",10011,40.740213,-73.992205,"Greek","European","no","yes","yes"
"Mom's Kitchen & Bar","33-01 31st Avenue, Queens, NY","B",11102,40.763525,-73.921756,"American","Americas","yes","yes","yes"
"Mr. Fongs","40 Market st, Manhattan, NY","A",10002,40.712417,-73.994366,"American","Americas","yes","yes","yes"
"Hellï¿½s Kitchen","754 Ninth Avenue, Manhattan, NY","A",10019,40.763867,-73.988661,"Mexican","Americas","yes","yes","yes"
"Reina Restaurant","1969  University Avenue, Bronx, NY","B",10453,40.854324,-73.911824,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"T & S Restaurant LLC","300 East 86th, Manhattan, NY","A",10028,40.777638,-73.951682,"Ice Cream, Gelato, Yogurt, Ices","Dessert","yes","yes","yes"
"M Sushi","1777 Ocean Avenue , Brooklyn, NY","A",11230,40.618951,-73.9551,"Japanese","Asian","yes","no","yes"
"hotpot 828","828  64th ST, Brooklyn, NY","A",11220,40.632763,-74.011144,"Chinese","Asian","yes","yes","yes"
"Patsy's Pizzeria","450 Dean Street, Brooklyn, NY","A",11217,40.681928,-73.976107,"Italian","European","yes","yes","yes"
"Brooklyn Bay Seafood","7026  3rd Avenue, Brooklyn, NY","N",11209,40.634643,-74.026492,"Seafood","Seafood","yes","yes","yes"
"EL PUERTO DE ACAPULCO BAR RESTAURANT INC.","93-16A 37TH AVENUE , Queens, NY","C",11372,40.75084,-73.87384,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Temakiya, LLC","1369 6th avenue, Manhattan, NY","A",10019,40.763341,-73.977922,"Italian","European","yes","yes","yes"
"Wok88","1570 3rd avenue , Manhattan, NY","B",10128,40.780279,-73.952933,"Chinese","Asian","yes","yes","yes"
"Nice Matin","201  West 79th Street, Manhattan, NY","A",10024,40.783251,-73.978555,"American","Americas","no","yes","yes"
"Coles Dockside","369  Cleveland Ave, Staten Island, NY","A",10308,40.542511,-74.142497,"Italian","European","yes","no","yes"
"LOBO LOCO","8530 3rd Avenue, Brooklyn, NY","A",11209,40.624014,-74.030847,"Tex-Mex","Americas","yes","yes","yes"
"Pates et traditions","52 Havemeyer street , Brooklyn, NY","A",11211,40.714804,-73.954559,"French","European","yes","yes","yes"
"Grill On The Hill","1624 Amsterdam Ave, Manhattan, NY","A",10031,40.822168,-73.949865,"American","Americas","yes","yes","yes"
"Inaka asian fusion","8318 3ave, Brooklyn, NY","A",11209,40.625505,-74.030235,"Japanese","Asian","yes","yes","yes"
"Villa Monte Pizzeria and Restaurant","262 Arden Avenue, Staten Island, NY","A",10312,40.553084,-74.191733,"Japanese","Asian","yes","no","yes"
"Villa Monte Pizzeria and Restaurant","262 Arden Avenue, Staten Island, NY","A",10312,40.553084,-74.191733,"Italian","European","yes","no","yes"
"YAMA","308 East 49th Street, Manhattan, NY","A",10017,40.754034,-73.968494,"Japanese","Asian","yes","no","yes"
"Bocaphe","222 Lafayette street, Manhattan, NY","A",10012,40.722012,-73.997388,"Seafood","Seafood","no","no","yes"
"El Bukanitas, Inc.","6014 New Utrecht Avenue, Brooklyn, NY","A",11219,40.627526,-73.996603,"Mexican","Americas","yes","no","yes"
"DEVON","252  BROOME ST, Manhattan, NY","A",10002,40.718018,-73.989849,"American","Americas","yes","yes","yes"
"The woo","206 Spring street, Manhattan, NY","A",10012,40.72532,-74.003543,"Korean","Asian","yes","yes","yes"
"The Rosemont","63 Montrose Ave., Brooklyn, NY","A",11206,40.706932,-73.947434,"American","Americas","yes","yes","yes"
"Suprema Provisions","305 Bleecker Street, Manhattan, NY","A",10014,40.732602,-74.003771,"American","Americas","yes","no","yes"
"De Mole","4502 48th Avenue, Queens, NY","A",11377,40.739392,-73.920243,"Mexican","Americas","yes","no","yes"
"El Paraiso Lounge","236 Port Richmond Ave , Staten Island, NY","A",10302,40.635561,-74.135086,"Mexican","Americas","yes","yes","yes"
"Pate Palo","251  Dyckman Street, Manhattan, NY","A",10034,40.866434,-73.928334,"Spanish","European","yes","yes","yes"
"Palma","28  Cornelia Street, Manhattan, NY","A",10014,40.731419,-74.002132,"Italian","European","yes","yes","yes"
"jongro bbq","22  west 32nd street, Manhattan, NY","A",10001,40.747634,-73.986654,"Other","Others","yes","yes","yes"
"La Vecina","30-66 Steinway Street, Queens, NY","A",11103,40.762322,-73.916288,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Greenwich Street Tavern","399 Greenwich Street, Manhattan, NY","A",10013,40.720859,-74.010036,"American","Americas","yes","yes","yes"
"North Square","103 Waverly Place, Manhattan, NY","A",10011,40.73236,-73.998889,"American","Americas","no","no","yes"
"Manhattan valley","2636 Broadway , Manhattan, NY","A",10025,40.797118,-73.969976,"Japanese","Asian","yes","yes","yes"
"TINY SHANGHAI","122 Mulberry Street, Manhattan, NY","A",10013,40.717838,-73.998117,"Chinese","Asian","yes","yes","yes"
"Maison Yaki","626  Vanderbilt Ave, Brooklyn, NY","A",11238,40.677439,-73.968952,"French","European","no","no","yes"
"GOODAS BAR & LOUNGE LLC","971 B E NEW YORK AVENUE, Brooklyn, NY","A",11212,40.663764,-73.930394,"Caribbean","Americas","yes","no","yes"
"fushimi","475 driggs ave, Brooklyn, NY","A",11211,40.718841,-73.954481,"Asian","Asian","yes","yes","yes"
"Hot N Juicy Crawfish","243 West 14th , Manhattan, NY","A",10011,40.739098,-74.000956,"Seafood","Seafood","yes","yes","yes"
"Morandi","211 Waverly Place, Manhattan, NY","A",10012,40.735379,-74.001635,"Italian","European","no","yes","yes"
"Caffe Aronne","112  Greenwich Avenue, Manhattan, NY","A",10011,40.738481,-74.002226,"Italian","European","no","yes","yes"
"Circa Brewing Co.","141 Lawrence Street, Brooklyn, NY","A",11201,40.69174,-73.986283,"American","Americas","yes","yes","yes"
"Kuu","1275 1 Ave, Manhattan, NY","A",10065,40.765671,-73.957568,"Hawaiian","Oceanian","yes","no","yes"
"The Brewery Bar and Kitchen","49-18  30th ave , Queens, NY","A",11377,40.760289,-73.907328,"Chinese","Asian","yes","yes","yes"
"MADE IN MEXICO HARLEM CORP","247  EAST 111TH STREET, Manhattan, NY","A",10029,40.794313,-73.941269,"Mexican","Americas","yes","yes","yes"
"Astoria Apple, LLC","38-01 35th Ave, Queens, NY","A",11101,40.755459,-73.922783,"American","Americas","yes","yes","yes"
"EL AMBIENTE RESTAURANT PATIO AND LOUNGE LLC","2896 FULTON STREET, Brooklyn, NY","B",11207,40.678931,-73.887806,"Spanish","European","yes","yes","yes"
"Sirisuwat","204  Smith street, Brooklyn, NY","A",11201,40.684672,-73.991869,"Thai","Asian","yes","yes","yes"
"Local West","1  Penn Plaza, Manhattan, NY","N",10019,40.751098,-73.992926,"American","Americas","yes","no","yes"
"Mocha Burger","496 Laguardia Place, Manhattan, NY","C",10012,40.727362,-73.999567,"Jewish/Kosher","European","yes","yes","yes"
"Kismat Indian Restaurant","603 Fort Washington Ave, Manhattan, NY","A",10040,40.855241,-73.936852,"American","Americas","no","yes","yes"
"Campagnola","1382 1st avenue, Manhattan, NY","A",10021,40.768933,-73.955162,"Italian","European","yes","yes","yes"
"The Edge Harlem","101 Edgecombe Avenue, Manhattan, NY","A",10030,40.819839,-73.945929,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"CRAFT HOUSE","60-62 VAN DUZER ST, Staten Island, NY","A",10301,40.636698,-74.077411,"Barbecue","BBQ","yes","yes","yes"
"LOBO","218 Court St., Brooklyn, NY","A",11201,40.686555,-73.993892,"Tex-Mex","Americas","yes","no","yes"
"Cheap Shots","149-05  Union Turnpike, Queens, NY","A",11367,40.718658,-73.81361,"Pizza","Fast_food","yes","no","yes"
"El tunnel restaurant & tapas bar inc","2026  Webster ave , Bronx, NY","N",10457,40.850929,-73.898996,"Spanish","European","yes","yes","yes"
"Suriyong","637 2nd Ave., Manhattan, NY","B",10016,40.745244,-73.975553,"Thai","Asian","yes","no","yes"
"Zaytoons","594 Vanderbilt Ave, Brooklyn, NY","A",11238,40.678734,-73.968486,"Middle Eastern","Asian","yes","no","yes"
"tung thong 181","812  w 181 street , Manhattan, NY","Z",10033,40.851053,-73.938829,"Thai","Asian","yes","no","yes"
"Barrel 79","79 Audubon Av., Manhattan, NY","A",10032,40.841257,-73.937794,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"duogastropub","4037 75st, Queens, NY","B",11473,40.745952,-73.890303,"Asian","Asian","yes","yes","yes"
"LaRina Pastificio & Vino","387  Myrtle, Brooklyn, NY","A",11205,40.693167,-73.970488,"Italian","European","yes","yes","yes"
"Jamesons Pub","421 Beach 129th Street, Queens, NY","A",11694,40.578367,-73.849392,"Chinese","Asian","no","yes","yes"
"Jamesons Pub","421 Beach 129th Street, Queens, NY","A",11694,40.578367,-73.849392,"American","Americas","no","yes","yes"
"Jamesons Pub","421 Beach 129th Street, Queens, NY","A",11694,40.578367,-73.849392,"Armenian","Asian","no","yes","yes"
